defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
CMAKE_C_FLAGS=-O0_S=1000,,0,6.16,6.12,0.0,24552
CMAKE_C_FLAGS=-O1_S=1000,,0,2.3,2.28,0.0,24620
CMAKE_C_FLAGS=-O2_S=1000,,0,2.0,1.98,0.0,24560
CMAKE_C_FLAGS=-O3_S=1000,,0,2.19,2.17,0.0,24616
CMAKE_C_FLAGS=-Os_S=1000,,0,2.09,2.07,0.0,24660
CMAKE_C_FLAGS=-Ofast_S=1000,,0,2.01,1.98,0.0,24572
CMAKE_C_FLAGS=-O0_S=1000,,1,5.81,5.78,0.0,24564
CMAKE_C_FLAGS=-O1_S=1000,,1,2.14,2.12,0.0,24652
CMAKE_C_FLAGS=-O2_S=1000,,1,2.0,1.98,0.0,24560
CMAKE_C_FLAGS=-O3_S=1000,,1,2.01,2.0,0.0,24540
CMAKE_C_FLAGS=-Os_S=1000,,1,2.1,2.08,0.0,24528
CMAKE_C_FLAGS=-Ofast_S=1000,,1,2.0,1.98,0.0,24612
CMAKE_C_FLAGS=-O0_S=1000,,2,5.78,5.75,0.0,24592
CMAKE_C_FLAGS=-O1_S=1000,,2,2.1,2.08,0.0,24652
CMAKE_C_FLAGS=-O2_S=1000,,2,2.16,2.14,0.0,24616
CMAKE_C_FLAGS=-O3_S=1000,,2,2.03,2.01,0.01,24504
CMAKE_C_FLAGS=-Os_S=1000,,2,2.09,2.08,0.0,24556
CMAKE_C_FLAGS=-Ofast_S=1000,,2,1.99,1.98,0.0,24652
CMAKE_C_FLAGS=-O0_S=1000,,3,5.77,5.74,0.0,24592
CMAKE_C_FLAGS=-O1_S=1000,,3,2.09,2.08,0.0,24552
CMAKE_C_FLAGS=-O2_S=1000,,3,1.99,1.98,0.0,24560
CMAKE_C_FLAGS=-O3_S=1000,,3,2.0,1.98,0.0,24528
CMAKE_C_FLAGS=-Os_S=1000,,3,2.24,2.22,0.0,24660
CMAKE_C_FLAGS=-Ofast_S=1000,,3,2.0,1.99,0.0,24660
CMAKE_C_FLAGS=-O0_S=1000,,4,5.85,5.82,0.0,24592
CMAKE_C_FLAGS=-O1_S=1000,,4,2.17,2.14,0.0,24588
CMAKE_C_FLAGS=-O2_S=1000,,4,2.04,2.02,0.0,24528
CMAKE_C_FLAGS=-O3_S=1000,,4,2.0,1.99,0.0,24528
CMAKE_C_FLAGS=-Os_S=1000,,4,2.13,2.11,0.0,24508
CMAKE_C_FLAGS=-Ofast_S=1000,,4,2.18,2.16,0.0,24612
CMAKE_C_FLAGS=-O0_S=1000,,5,5.77,5.74,0.0,24648
CMAKE_C_FLAGS=-O1_S=1000,,5,2.09,2.08,0.0,24540
CMAKE_C_FLAGS=-O2_S=1000,,5,2.0,1.98,0.0,24544
CMAKE_C_FLAGS=-O3_S=1000,,5,2.16,2.14,0.0,24656
CMAKE_C_FLAGS=-Os_S=1000,,5,2.09,2.08,0.0,24664
CMAKE_C_FLAGS=-Ofast_S=1000,,5,2.0,1.98,0.0,24456
CMAKE_C_FLAGS=-O0_S=1000,,6,5.79,5.76,0.0,24612
CMAKE_C_FLAGS=-O1_S=1000,,6,2.1,2.08,0.0,24540
CMAKE_C_FLAGS=-O2_S=1000,,6,1.99,1.98,0.01,24656
CMAKE_C_FLAGS=-O3_S=1000,,6,2.03,2.01,0.0,24652
CMAKE_C_FLAGS=-Os_S=1000,,6,2.09,2.08,0.0,24528
CMAKE_C_FLAGS=-Ofast_S=1000,,6,1.99,1.98,0.0,24664
CMAKE_C_FLAGS=-O0_S=1000,,7,5.84,5.81,0.0,24548
CMAKE_C_FLAGS=-O1_S=1000,,7,2.11,2.09,0.0,24616
CMAKE_C_FLAGS=-O2_S=1000,,7,1.99,1.98,0.0,24564
CMAKE_C_FLAGS=-O3_S=1000,,7,2.16,2.14,0.01,24628
CMAKE_C_FLAGS=-Os_S=1000,,7,2.1,2.08,0.0,24616
CMAKE_C_FLAGS=-Ofast_S=1000,,7,2.03,2.01,0.0,24504
CMAKE_C_FLAGS=-O0_S=1000,,8,5.78,5.75,0.0,24612
CMAKE_C_FLAGS=-O1_S=1000,,8,2.09,2.07,0.0,24528
CMAKE_C_FLAGS=-O2_S=1000,,8,1.99,1.98,0.0,24564
CMAKE_C_FLAGS=-O3_S=1000,,8,2.13,2.12,0.0,24612
CMAKE_C_FLAGS=-Os_S=1000,,8,2.22,2.21,0.0,24728
CMAKE_C_FLAGS=-Ofast_S=1000,,8,2.0,1.99,0.0,24572
CMAKE_C_FLAGS=-O0_S=1000,,9,5.77,5.74,0.0,24576
CMAKE_C_FLAGS=-O1_S=1000,,9,2.22,2.21,0.0,24620
CMAKE_C_FLAGS=-O2_S=1000,,9,1.99,1.98,0.0,24540
CMAKE_C_FLAGS=-O3_S=1000,,9,2.12,2.1,0.0,24632
CMAKE_C_FLAGS=-Os_S=1000,,9,2.09,2.08,0.0,24544
CMAKE_C_FLAGS=-Ofast_S=1000,,9,2.2,2.18,0.0,24548
