defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,2000 200 10 1000,0,13.66,1.74,11.65,1764
default,2000 200 10 1000,1,15.48,1.85,13.11,1632
default,2000 200 10 1000,2,14.68,1.76,12.55,1816
default,2000 200 10 1000,3,15.65,1.91,12.95,1816
default,2000 200 10 1000,4,15.33,1.9,12.88,1640
