defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,,0,4.93,4.91,0.0,4888
default,,1,4.95,4.93,0.0,4816
default,,2,4.91,4.89,0.0,4872
default,,3,4.89,4.88,0.0,4868
default,,4,4.88,4.86,0.0,4896
default,,5,4.98,4.91,0.0,4956
default,,6,4.97,4.91,0.0,4912
default,,7,4.89,4.88,0.0,4888
default,,8,4.85,4.83,0.0,4936
default,,9,4.94,4.93,0.0,4784
