defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,2000 200 10 1000,0,16.65,2.07,13.12,1504
default,2000 200 10 1000,1,16.98,2.12,13.23,1620
default,2000 200 10 1000,2,17.09,2.11,13.48,1632
default,2000 200 10 1000,3,17.17,2.05,13.4,1492
