defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
S=1024,,0,3.6,3.49,0.0,25988
S=1024,,1,3.71,3.55,0.0,25760
S=1024,,2,3.79,3.64,0.0,25780
S=1024,,3,4.01,3.84,0.0,25868
