defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
N=1000_M=200,,0,88.66,9.53,0.0,1908
N=1000_M=200,,1,106.39,9.46,0.0,1796
N=1000_M=200,,2,63.1,9.52,0.0,1916
N=1000_M=200,,3,87.93,9.53,0.0,1944
N=1000_M=200,,4,72.34,9.51,0.0,1896
N=1000_M=200,,5,54.69,9.52,0.0,1976
N=1000_M=200,,6,36.87,9.52,0.0,1848
N=1000_M=200,,7,54.92,9.52,0.0,1944
