defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,10 100 1 10,0,16.19,0.0,0.08,1440
default,10 100 1 10,1,14.44,0.0,0.07,1596
default,10 100 1 10,2,10.35,0.0,0.08,1528
default,10 100 1 10,3,16.14,0.0,0.07,1524
default,10 100 1 10,4,14.86,0.0,0.08,1440
default,10 100 1 10,5,19.66,0.0,0.07,1532
default,10 100 1 10,6,14.16,0.0,0.07,1488
default,10 100 1 10,7,12.2,0.0,0.08,1428
