defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,,0,0.01,0.0,0.01,1460
default,,1,0.01,0.0,0.01,1468
default,,2,0.01,0.0,0.01,1480
