defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,chr15b.dat,0,1.63,1.61,0.0,1696
default,chr15b.dat,1,2.08,1.73,0.0,1684
default,chr15b.dat,2,1.64,1.61,0.0,1748
default,chr15b.dat,3,1.71,1.65,0.0,1484
default,chr15b.dat,4,1.74,1.68,0.0,1620
default,chr15b.dat,5,1.7,1.63,0.0,1684
default,chr15b.dat,6,1.82,1.67,0.0,1516
default,chr15b.dat,7,1.72,1.67,0.0,1692
default,chr15b.dat,8,1.72,1.67,0.0,1748
default,chr15b.dat,9,1.68,1.62,0.0,1620
