defines,args,rep,wall_clock_s,user_cpu_s,sys_cpu_s,max_rss_kb
default,,0,0.67,0.03,0.62,1716
default,,1,0.76,0.05,0.67,1764
default,,2,0.71,0.04,0.63,1768
default,,3,0.74,0.06,0.63,1408
default,,4,0.69,0.03,0.64,1704
default,,5,0.79,0.06,0.65,1616
default,,6,0.7,0.04,0.63,1616
default,,7,0.7,0.05,0.63,1616
default,,8,0.68,0.04,0.63,1572
default,,9,0.7,0.04,0.63,1704
