Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                  63             luaK_exp2nextreg <cycle 2> [276]
                                  66             discharge2reg <cycle 2> [113]
                0.00    0.00       1/532         suffixedexp <cycle 1> [59]
                0.00    0.00       2/532         luaK_goiftrue [220]
                0.00    0.00       9/532         luaK_infix [208]
                0.00    0.00       9/532         luaK_posfix [171]
                0.00    0.00      41/532         luaK_exp2anyreg [176]
[140]    0.0    0.00    0.00     191         luaK_dischargevars <cycle 2> [140]
                0.00    0.00      28/128         luaK_code [100]
                0.00    0.00      28/98          luaK_codeABCk [263]
                                   5             freereg <cycle 2> [285]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_package <cycle 1> [61]
[141]    0.0    0.00    0.00       1         createsearcherstable [141]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       4/6           lua_rawseti [191]
                0.00    0.00       4/161         lua_pushcclosure [109]
                0.00    0.00       4/40          lua_pushvalue [291]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [56]
[142]    0.0    0.00    0.00       1         luaF_close [142]
                0.00    0.00       1/10000002     luaF_closeupval [24]
-----------------------------------------------
                0.00    0.00       3/3           luaD_rawrunprotected <cycle 1> [56]
[143]    0.0    0.00    0.00       3         pushbuff [143]
                0.00    0.00       3/353         internshrstr [42]
                0.00    0.00       3/359         luaS_newlstr [114]
-----------------------------------------------
                0.00    0.00       2/2           luaS_newextlstr [145]
[144]    0.0    0.00    0.00       2         f_newext [144]
                0.00    0.00       2/239         createstrobj [41]
                0.00    0.00       2/30          luaS_sizelngstr [302]
-----------------------------------------------
                0.00    0.00       2/2           lua_pushexternalstring [146]
[145]    0.0    0.00    0.00       2         luaS_newextlstr [145]
                0.00    0.00       2/2           f_newext [144]
-----------------------------------------------
                0.00    0.00       2/2           setpath <cycle 1> [122]
[146]    0.0    0.00    0.00       2         lua_pushexternalstring [146]
                0.00    0.00       2/2           luaS_newextlstr [145]
-----------------------------------------------
                0.00    0.00      97/97          singlevaraux [130]
[147]    0.0    0.00    0.00      97         searchvar [147]
                0.00    0.00      91/532         checkrepeated <cycle 2> [213]
                0.00    0.00      26/26          init_var [194]
-----------------------------------------------
                                   6             luaL_callmeta <cycle 1> [378]
[148]    0.0    0.00    0.00       6         luaL_getmetafield <cycle 1> [148]
                0.00    0.00       3/3           lua_rawget [149]
                0.00    0.00       6/15          lua_getmetatable [334]
                0.00    0.00       3/5           finishrawget [386]
                0.00    0.00       3/83          lua_settop [267]
                                   3             lua_pushstring <cycle 1> [92]
-----------------------------------------------
                0.00    0.00       3/3           luaL_getmetafield <cycle 1> [148]
[149]    0.0    0.00    0.00       3         lua_rawget [149]
                0.00    0.00       3/45          luaH_get [74]
                0.00    0.00       3/271946339     finishnodeget [15]
                0.00    0.00       3/11          gettable [349]
-----------------------------------------------
                0.00    0.00       2/14          fornum <cycle 1> [134]
                0.00    0.00      12/14          discharge2reg <cycle 2> [113]
[150]    0.0    0.00    0.00      14         luaK_int [150]
                0.00    0.00       2/2           luaK_intK [151]
                0.00    0.00      14/14          fitsBx [336]
-----------------------------------------------
                0.00    0.00       2/2           luaK_int [150]
[151]    0.0    0.00    0.00       2         luaK_intK [151]
                0.00    0.00       2/42          k2proto [52]
-----------------------------------------------
                                   1             pmain <cycle 1> [174]
[152]    0.0    0.00    0.00       1         createargtable <cycle 1> [152]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       2/6           lua_rawseti [191]
                                   2             lua_pushstring <cycle 1> [92]
-----------------------------------------------
                                   1             lua_load <cycle 1> [466]
[153]    0.0    0.00    0.00       1         luaD_protectedparser <cycle 1> [153]
                0.00    0.00       3/20000417     luaM_free_ [27]
                0.00    0.00       1/108         luaM_saferealloc_ [68]
                                   1             luaD_pcall <cycle 1> [374]
-----------------------------------------------
                0.00    0.00       3/7           finishbinexpneg [175]
                0.00    0.00       4/7           codebinexpval [164]
[154]    0.0    0.00    0.00       7         finishbinexpval [154]
                0.00    0.00      14/128         luaK_code [100]
                0.00    0.00       7/162         savelineinfo [112]
                0.00    0.00       7/41          luaK_exp2anyreg [176]
                0.00    0.00       7/532         freereg <cycle 2> [285]
                0.00    0.00       7/9           freeregs [207]
                0.00    0.00      14/98          luaK_codeABCk [263]
                0.00    0.00       7/9           freeexps [357]
                0.00    0.00       7/36          luaK_fixline [296]
-----------------------------------------------
                                   5             body <cycle 1> [79]
[155]    0.0    0.00    0.00       5         parlist <cycle 1> [155]
                0.00    0.00       6/15          adjustlocalvars [158]
                0.00    0.00       1/8           luaX_newstring [127]
                0.00    0.00       9/21          new_varkind [177]
                0.00    0.00       9/28          leaveblock [187]
                0.00    0.00       1/128         luaK_code [100]
                0.00    0.00       1/98          luaK_codeABCk [263]
                0.00    0.00       1/2           setvararg [443]
                                   8             str_checkname <cycle 1> [268]
                                   8             testnext <cycle 1> [259]
                                   1             luaX_next <cycle 1> [217]
                                   1             anchorstr <cycle 1> [49]
-----------------------------------------------
                                   7             statement <cycle 1> [192]
[156]    0.0    0.00    0.00       7         retstat <cycle 1> [156]
                0.00    0.00       7/49          getglobalattribute [117]
                0.00    0.00       7/128         luaK_code [100]
                0.00    0.00       7/532         reglevel <cycle 2> [260]
                0.00    0.00       4/41          luaK_exp2anyreg [176]
                0.00    0.00       1/532         exp2reg <cycle 2> [272]
                0.00    0.00       1/532         luaK_exp2nextreg <cycle 2> [276]
                0.00    0.00       7/100         luaY_nvarstack [262]
                0.00    0.00       7/98          luaK_codeABCk [263]
                0.00    0.00       7/13          luaK_ret [344]
                0.00    0.00       2/10          luaK_setreturns [352]
                                   7             testnext <cycle 1> [259]
                                   7             explist <cycle 1> [186]
-----------------------------------------------
                0.00    0.00      26/73          luaH_free [95]
                0.00    0.00      47/73          luaH_resize [66]
[157]    0.0    0.00    0.00      73         resizearray [157]
                0.00    0.00       2/20000417     luaM_free_ [27]
                0.00    0.00       2/114         luaM_realloc_ [65]
                0.00    0.00       4/26          concretesize [306]
-----------------------------------------------
                0.00    0.00       1/15          localfunc <cycle 1> [204]
                0.00    0.00       2/15          forbody <cycle 1> [185]
                0.00    0.00       2/15          fornum <cycle 1> [134]
                0.00    0.00       4/15          localstat <cycle 1> [181]
                0.00    0.00       6/15          parlist <cycle 1> [155]
[158]    0.0    0.00    0.00      15         adjustlocalvars [158]
                0.00    0.00      21/21          registerlocalvar [178]
                0.00    0.00      21/532         checkrepeated <cycle 2> [213]
                0.00    0.00      15/532         reglevel <cycle 2> [260]
                0.00    0.00      21/75          luaY_checklimit [271]
                0.00    0.00      15/100         luaY_nvarstack [262]
-----------------------------------------------
                0.00    0.00       1/4           createmetatable <cycle 1> [83]
                0.00    0.00       3/4           newprefile [106]
[159]    0.0    0.00    0.00       4         lua_setmetatable [159]
                0.00    0.00       3/3           luaC_checkfinalizer [161]
                0.00    0.00       4/370         index2value [250]
-----------------------------------------------
                                   3             callallpendingfinalizers <cycle 1> [235]
[160]    0.0    0.00    0.00       3         GCTM <cycle 1> [160]
                0.00    0.00       3/271946590     luaH_Hgetshortstr [13]
                0.00    0.00       3/3           udata2finalize [423]
                0.00    0.00       3/3           luaT_gettmbyobj [414]
                                   3             luaD_pcall <cycle 1> [374]
-----------------------------------------------
                0.00    0.00       3/3           lua_setmetatable [159]
[161]    0.0    0.00    0.00       3         luaC_checkfinalizer [161]
                0.00    0.00       3/3           luaT_gettm [162]
                0.00    0.00       3/12          checkpointer [346]
                0.00    0.00       3/3           correctpointers [402]
-----------------------------------------------
                0.00    0.00       3/3           luaC_checkfinalizer [161]
[162]    0.0    0.00    0.00       3         luaT_gettm [162]
                0.00    0.00       3/271946590     luaH_Hgetshortstr [13]
-----------------------------------------------
                                   3             llex <cycle 1> [48]
[163]    0.0    0.00    0.00       3         read_string <cycle 1> [163]
                0.00    0.00       3/8           luaX_newstring [127]
                0.00    0.00     159/676         save [193]
                                   3             anchorstr <cycle 1> [49]
-----------------------------------------------
                0.00    0.00       4/4           subexpr <cycle 1> [128]
[164]    0.0    0.00    0.00       4         codebinexpval [164]
                0.00    0.00       4/7           finishbinexpval [154]
                0.00    0.00       4/162         savelineinfo [112]
                0.00    0.00       4/41          luaK_exp2anyreg [176]
                0.00    0.00       4/5           binopr2op [384]
                0.00    0.00       4/4           binopr2TM [389]
                0.00    0.00       4/36          luaK_fixline [296]
-----------------------------------------------
                                   1             pmain <cycle 1> [174]
[165]    0.0    0.00    0.00       1         handle_script <cycle 1> [165]
                0.00    0.00       1/1           pushargs [167]
                                   1             luaL_loadfilex <cycle 1> [460]
                                   1             docall <cycle 1> [215]
-----------------------------------------------
                0.00    0.00       1/1           pushargs [167]
[166]    0.0    0.00    0.00       1         lua_getglobal [166]
                0.00    0.00       1/38          auxgetstr [51]
                0.00    0.00       1/15          luaH_getint [332]
                0.00    0.00       1/13          getGlobalTable [343]
-----------------------------------------------
                0.00    0.00       1/1           handle_script <cycle 1> [165]
[167]    0.0    0.00    0.00       1         pushargs [167]
                0.00    0.00       1/1           lua_getglobal [166]
                0.00    0.00       1/1           luaL_len [459]
                0.00    0.00       1/16          luaL_checkstack [327]
                0.00    0.00       1/63          f_call [275]
                0.00    0.00       1/17          lua_rotate [326]
                0.00    0.00       1/83          lua_settop [267]
-----------------------------------------------
                                   4             restassign <cycle 1> [168]
                                   5             exprstat <cycle 1> [362]
[168]    0.0    0.00    0.00       5+4       restassign <cycle 1> [168]
                0.00    0.00       7/7           storevartop [184]
                0.00    0.00       2/13          luaK_storevar [170]
                0.00    0.00       1/49          getglobalattribute [117]
                0.00    0.00       3/532         checkrepeated <cycle 2> [213]
                0.00    0.00       9/13          check_readonly [214]
                0.00    0.00       2/532         exp2reg <cycle 2> [272]
                0.00    0.00       5/23          checknext [313]
                0.00    0.00       4/96          luaE_incCstack [264]
                0.00    0.00       3/77          luaK_reserveregs [269]
                0.00    0.00       2/5           luaK_setoneret [387]
                                   9             testnext <cycle 1> [259]
                                   5             luaX_next <cycle 1> [217]
                                   5             explist <cycle 1> [186]
                                   4             suffixedexp <cycle 1> [59]
                                   4             restassign <cycle 1> [168]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [64]
[169]    0.0    0.00    0.00       1         luaS_init [169]
                0.00    0.00       1/353         internshrstr [42]
                0.00    0.00       1/20000370     luaM_malloc_ [31]
                0.00    0.00       1/359         luaS_newlstr [114]
                0.00    0.00       1/2           tablerehash [444]
                0.00    0.00       1/50          luaC_fix [282]
-----------------------------------------------
                0.00    0.00       2/13          restassign <cycle 1> [168]
                0.00    0.00       4/13          funcstat <cycle 1> [188]
                0.00    0.00       7/13          storevartop [184]
[170]    0.0    0.00    0.00      13         luaK_storevar [170]
                0.00    0.00      10/128         luaK_code [100]
                0.00    0.00      10/10          codeABRK [203]
                0.00    0.00       2/532         freereg <cycle 2> [285]
                0.00    0.00      10/98          luaK_codeABCk [263]
                0.00    0.00       3/76          freeexp [270]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 1> [128]
[171]    0.0    0.00    0.00       9         luaK_posfix [171]
                0.00    0.00       4/4           finishbinexpneg [175]
                0.00    0.00       9/532         luaK_dischargevars <cycle 2> [140]
                0.00    0.00       7/13          constfolding [342]
                0.00    0.00       1/5           luaK_setoneret [387]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [56]
[172]    0.0    0.00    0.00       1         luaF_initupvals [172]
                0.00    0.00       1/20000290     luaC_newobjdt [26]
                0.00    0.00       1/20000290     luaC_newobj [37]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_math [63]
[173]    0.0    0.00    0.00       1         setrandfunc [173]
                0.00    0.00       1/4           lua_newuserdatauv [121]
                0.00    0.00       1/2           luai_makeseed [437]
                0.00    0.00       1/2           luaL_makeseed [432]
                0.00    0.00       1/5           lua_pushinteger [388]
                0.00    0.00       1/1           setseed [473]
                0.00    0.00       1/83          lua_settop [267]
-----------------------------------------------
                                   1             precallC <cycle 1> [47]
[174]    0.0    0.00    0.00       1         pmain <cycle 1> [174]
                0.00    0.00       1/11          lua_setglobal [96]
                0.00    0.00       1/2           lua_tointegerx [436]
                0.00    0.00       1/63          f_call [275]
                0.00    0.00       1/10          lua_touserdata [355]
                0.00    0.00       1/1           collectargs [449]
                0.00    0.00       1/10          luaL_checkversion_ [353]
                0.00    0.00       1/83          lua_settop [267]
                0.00    0.00       1/1           handle_luainit [453]
                0.00    0.00       1/1           runargs [472]
                0.00    0.00       1/17          lua_pushboolean [325]
                0.00    0.00       1/2           report [440]
                                   2             lua_gc <cycle 1> [416]
                                   1             luaL_openselectedlibs <cycle 1> [101]
                                   1             createargtable <cycle 1> [152]
                                   1             handle_script <cycle 1> [165]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [171]
[175]    0.0    0.00    0.00       4         finishbinexpneg [175]
                0.00    0.00       3/7           finishbinexpval [154]
                0.00    0.00       3/162         savelineinfo [112]
                0.00    0.00       6/8           fitsC [364]
                0.00    0.00       4/7           isKint [370]
                0.00    0.00       3/36          luaK_fixline [296]
-----------------------------------------------
                0.00    0.00       1/41          codeeq [198]
                0.00    0.00       1/41          codeorder [199]
                0.00    0.00       4/41          retstat <cycle 1> [156]
                0.00    0.00       4/41          codebinexpval [164]
                0.00    0.00       5/41          fieldsel <cycle 1> [119]
                0.00    0.00       7/41          finishbinexpval [154]
                0.00    0.00       8/41          subexpr <cycle 1> [128]
                0.00    0.00      11/41          exp2RK [200]
[176]    0.0    0.00    0.00      41         luaK_exp2anyreg [176]
                0.00    0.00      41/532         luaK_dischargevars <cycle 2> [140]
                0.00    0.00       6/532         exp2reg <cycle 2> [272]
                0.00    0.00       6/532         luaK_exp2nextreg <cycle 2> [276]
-----------------------------------------------
                0.00    0.00       1/21          localfunc <cycle 1> [204]
                0.00    0.00       5/21          localstat <cycle 1> [181]
                0.00    0.00       6/21          fornum <cycle 1> [134]
                0.00    0.00       9/21          parlist <cycle 1> [155]
[177]    0.0    0.00    0.00      21         new_varkind [177]
                0.00    0.00      21/353         luaM_growaux_ [82]
-----------------------------------------------
                0.00    0.00      21/21          adjustlocalvars [158]
[178]    0.0    0.00    0.00      21         registerlocalvar [178]
                0.00    0.00      21/353         luaM_growaux_ [82]
-----------------------------------------------
                0.00    0.00       3/9           init_registry [129]
                0.00    0.00       6/9           lua_rawseti [191]
[179]    0.0    0.00    0.00       9         luaH_setint [179]
                0.00    0.00       2/43          luaH_newkey [75]
                0.00    0.00       9/24          checkrange [307]
                0.00    0.00       2/2           rawfinishnodeset [439]
                0.00    0.00       2/86          newcheckedkey [265]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [84]
                0.00    0.00       3/4           luaL_pushresult [189]
[180]    0.0    0.00    0.00       4         lua_pushlstring [180]
                0.00    0.00       1/353         internshrstr [42]
                0.00    0.00       4/359         luaS_newlstr [114]
-----------------------------------------------
                                   4             statement <cycle 1> [192]
[181]    0.0    0.00    0.00       4         localstat <cycle 1> [181]
                0.00    0.00       4/15          adjustlocalvars [158]
                0.00    0.00       5/21          new_varkind [177]
                0.00    0.00       7/532         checkrepeated <cycle 2> [213]
                0.00    0.00       4/4           checktoclose [390]
                0.00    0.00       1/77          luaK_reserveregs [269]
                                   9             getvarattribute <cycle 1> [358]
                                   9             testnext <cycle 1> [259]
                                   5             str_checkname <cycle 1> [268]
                                   3             explist <cycle 1> [186]
-----------------------------------------------
                0.00    0.00       1/3           luaD_shrinkstack [201]
                0.00    0.00       2/3           luaD_precall <cycle 1> [10]
[182]    0.0    0.00    0.00       3         luaD_reallocstack [182]
                0.00    0.00       3/114         luaM_realloc_ [65]
                0.00    0.00       3/3           relstack [421]
                0.00    0.00       3/3           tryfuncTM [422]
-----------------------------------------------
                0.00    0.00      17/17          k2proto [52]
[183]    0.0    0.00    0.00      17         addk [183]
                0.00    0.00      17/353         luaM_growaux_ [82]
-----------------------------------------------
                0.00    0.00       7/7           restassign <cycle 1> [168]
[184]    0.0    0.00    0.00       7         storevartop [184]
                0.00    0.00       7/13          luaK_storevar [170]
                0.00    0.00       6/532         freereg <cycle 2> [285]
                0.00    0.00       1/532         exp2reg <cycle 2> [272]
                0.00    0.00       7/171         init_exp [256]
                0.00    0.00       6/76          freeexp [270]
-----------------------------------------------
                                   2             forstat <cycle 1> [216]
[185]    0.0    0.00    0.00       2         forbody <cycle 1> [185]
                0.00    0.00       4/128         luaK_code [100]
                0.00    0.00       2/15          adjustlocalvars [158]
                0.00    0.00       2/162         savelineinfo [112]
                0.00    0.00       2/28          leaveblock [187]
                0.00    0.00       4/19          luaK_codeABx [318]
                0.00    0.00       4/4           fixforjump [393]
                0.00    0.00       2/23          checknext [313]
                0.00    0.00       2/14          enterblock [335]
                0.00    0.00       2/77          luaK_reserveregs [269]
                0.00    0.00       2/8           luaK_getlabel [366]
                0.00    0.00       2/36          luaK_fixline [296]
                                   2             luaX_next <cycle 1> [217]
                                   2             block <cycle 1> [211]
-----------------------------------------------
                                   3             localstat <cycle 1> [181]
                                   5             restassign <cycle 1> [168]
                                   7             retstat <cycle 1> [156]
                                  14             funcargs <cycle 1> [138]
[186]    0.0    0.00    0.00      29         explist <cycle 1> [186]
                0.00    0.00      19/532         exp2reg <cycle 2> [272]
                0.00    0.00      19/532         luaK_exp2nextreg <cycle 2> [276]
                0.00    0.00      48/55          expr [279]
                                  48             subexpr <cycle 1> [128]
                                  48             testnext <cycle 1> [259]
-----------------------------------------------
                0.00    0.00       1/28          localfunc <cycle 1> [204]
                0.00    0.00       2/28          forbody <cycle 1> [185]
                0.00    0.00       2/28          forstat <cycle 1> [216]
                0.00    0.00       4/28          block <cycle 1> [211]
                0.00    0.00       4/28          fornum <cycle 1> [134]
                0.00    0.00       6/28          close_func [99]
                0.00    0.00       9/28          parlist <cycle 1> [155]
[187]    0.0    0.00    0.00      28         leaveblock [187]
                0.00    0.00      14/14          removevars [197]
                0.00    0.00      14/532         reglevel <cycle 2> [260]
                0.00    0.00      14/14          solvegotos [340]
-----------------------------------------------
                                   4             statement <cycle 1> [192]
[188]    0.0    0.00    0.00       4         funcstat <cycle 1> [188]
                0.00    0.00       4/13          luaK_storevar [170]
                0.00    0.00       4/162         savelineinfo [112]
                0.00    0.00       4/532         freereg <cycle 2> [285]
                0.00    0.00       4/13          check_readonly [214]
                0.00    0.00       4/36          luaK_fixline [296]
                0.00    0.00       4/76          freeexp [270]
                                   4             luaX_next <cycle 1> [217]
                                   4             funcname <cycle 1> [137]
                                   4             body <cycle 1> [79]
-----------------------------------------------
                0.00    0.00       3/3           str_format <cycle 1> [190]
[189]    0.0    0.00    0.00       3         luaL_pushresult [189]
                0.00    0.00       3/4           lua_pushlstring [180]
                0.00    0.00       3/63          f_call [275]
                0.00    0.00       3/17          lua_rotate [326]
-----------------------------------------------
                                   3             precallC <cycle 1> [47]
[190]    0.0    0.00    0.00       3         str_format <cycle 1> [190]
                0.00    0.00       3/3           luaL_pushresult [189]
                0.00    0.00       9/12          prepbuffsize [348]
                0.00    0.00       9/9           luaL_prepbuffsize [359]
                0.00    0.00       6/6           getformat [373]
                0.00    0.00       3/8           lua_gettop [367]
                0.00    0.00       3/3           luaL_checklstring [410]
                0.00    0.00       3/4           lua_pushlightuserdata [396]
                0.00    0.00       3/3           luaL_buffinit [409]
                0.00    0.00       3/83          lua_settop [267]
                0.00    0.00       3/3           luaL_checknumber [411]
                0.00    0.00       3/3           checkformat [399]
                0.00    0.00       3/3           addlenmod [398]
                0.00    0.00       3/13          lua_tolstring [345]
                0.00    0.00       3/3           luaL_addvalue [408]
                                   3             luaL_tolstring <cycle 1> [379]
-----------------------------------------------
                0.00    0.00       2/6           createargtable <cycle 1> [152]
                0.00    0.00       4/6           createsearcherstable [141]
[191]    0.0    0.00    0.00       6         lua_rawseti [191]
                0.00    0.00       6/9           luaH_setint [179]
                0.00    0.00       6/11          gettable [349]
-----------------------------------------------
                                   2             block <cycle 1> [211]
                                   5             body <cycle 1> [79]
                                  21             statlist <cycle 1> [123]
[192]    0.0    0.00    0.00      28         statement <cycle 1> [192]
                0.00    0.00      28/532         reglevel <cycle 2> [260]
                0.00    0.00      28/96          luaE_incCstack [264]
                0.00    0.00      28/100         luaY_nvarstack [262]
                                  12             luaX_next <cycle 1> [217]
                                   8             exprstat <cycle 1> [362]
                                   7             retstat <cycle 1> [156]
                                   5             testnext <cycle 1> [259]
                                   4             funcstat <cycle 1> [188]
                                   4             localstat <cycle 1> [181]
                                   2             forstat <cycle 1> [216]
                                   2             ifstat <cycle 1> [426]
                                   1             localfunc <cycle 1> [204]
-----------------------------------------------
                0.00    0.00      53/676         read_numeral [218]
                0.00    0.00     159/676         read_string <cycle 1> [163]
                0.00    0.00     464/676         llex <cycle 1> [48]
[193]    0.0    0.00    0.00     676         save [193]
                0.00    0.00       2/108         luaM_saferealloc_ [68]
-----------------------------------------------
                0.00    0.00      26/26          searchvar [147]
[194]    0.0    0.00    0.00      26         init_var [194]
                0.00    0.00      26/532         checkrepeated <cycle 2> [213]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [64]
[195]    0.0    0.00    0.00       1         stack_init [195]
                0.00    0.00       1/20000370     luaM_malloc_ [31]
                0.00    0.00       1/2           resetCI [441]
-----------------------------------------------
                0.00    0.00       1/22          localfunc <cycle 1> [204]
                0.00    0.00      21/22          removevars [197]
[196]    0.0    0.00    0.00      22         localdebuginfo [196]
                0.00    0.00      22/532         checkrepeated <cycle 2> [213]
-----------------------------------------------
                0.00    0.00      14/14          leaveblock [187]
[197]    0.0    0.00    0.00      14         removevars [197]
                0.00    0.00      21/22          localdebuginfo [196]
-----------------------------------------------
                0.00    0.00       1/1           subexpr <cycle 1> [128]
[198]    0.0    0.00    0.00       1         codeeq [198]
                0.00    0.00       2/128         luaK_code [100]
                0.00    0.00       1/2           condjump [206]
                0.00    0.00       1/41          luaK_exp2anyreg [176]
                0.00    0.00       1/532         freereg <cycle 2> [285]
                0.00    0.00       1/9           freeregs [207]
                0.00    0.00       1/3           isSCnumber [406]
                0.00    0.00       1/9           freeexps [357]
                0.00    0.00       1/14          luaK_jump [337]
-----------------------------------------------
                0.00    0.00       1/1           subexpr <cycle 1> [128]
[199]    0.0    0.00    0.00       1         codeorder [199]
                0.00    0.00       2/128         luaK_code [100]
                0.00    0.00       1/2           condjump [206]
                0.00    0.00       1/41          luaK_exp2anyreg [176]
                0.00    0.00       1/532         freereg <cycle 2> [285]
                0.00    0.00       1/9           freeregs [207]
                0.00    0.00       1/3           isSCnumber [406]
                0.00    0.00       1/5           binopr2op [384]
                0.00    0.00       1/9           freeexps [357]
                0.00    0.00       1/14          luaK_jump [337]
-----------------------------------------------
                0.00    0.00       1/11          subexpr <cycle 1> [128]
                0.00    0.00      10/11          codeABRK [203]
[200]    0.0    0.00    0.00      11         exp2RK [200]
                0.00    0.00      11/41          luaK_exp2anyreg [176]
                0.00    0.00      11/11          luaK_exp2K [350]
-----------------------------------------------
                0.00    0.00  277780/277780      traversethread [80]
[201]    0.0    0.00    0.00  277780         luaD_shrinkstack [201]
                0.00    0.00       1/3           luaD_reallocstack [182]
                0.00    0.00  277780/277780      stackinuse [246]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [42]
[202]    0.0    0.00    0.00       1         luaS_resize [202]
                0.00    0.00       1/114         luaM_realloc_ [65]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [170]
[203]    0.0    0.00    0.00      10         codeABRK [203]
                0.00    0.00      10/11          exp2RK [200]
-----------------------------------------------
                                   1             statement <cycle 1> [192]
[204]    0.0    0.00    0.00       1         localfunc <cycle 1> [204]
                0.00    0.00       1/15          adjustlocalvars [158]
                0.00    0.00       1/21          new_varkind [177]
                0.00    0.00       1/28          leaveblock [187]
                0.00    0.00       1/22          localdebuginfo [196]
                                   1             str_checkname <cycle 1> [268]
                                   1             body <cycle 1> [79]
-----------------------------------------------
                0.00    0.00       1/4           mainfunc <cycle 1> [131]
                0.00    0.00       3/4           newupvalue [209]
[205]    0.0    0.00    0.00       4         allocupvalue [205]
                0.00    0.00       4/353         luaM_growaux_ [82]
                0.00    0.00       4/75          luaY_checklimit [271]
-----------------------------------------------
                0.00    0.00       1/2           codeeq [198]
                0.00    0.00       1/2           codeorder [199]
[206]    0.0    0.00    0.00       2         condjump [206]
                0.00    0.00       2/128         luaK_code [100]
                0.00    0.00       2/98          luaK_codeABCk [263]
-----------------------------------------------
                0.00    0.00       1/9           codeeq [198]
                0.00    0.00       1/9           codeorder [199]
                0.00    0.00       7/9           finishbinexpval [154]
[207]    0.0    0.00    0.00       9         freeregs [207]
                0.00    0.00       9/532         freereg <cycle 2> [285]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 1> [128]
[208]    0.0    0.00    0.00       9         luaK_infix [208]
                0.00    0.00       9/532         luaK_dischargevars <cycle 2> [140]
                0.00    0.00       8/22          tonumeral [317]
                0.00    0.00       2/5           luaK_setoneret [387]
                0.00    0.00       1/3           isSCnumber [406]
-----------------------------------------------
                0.00    0.00       3/3           singlevaraux [130]
[209]    0.0    0.00    0.00       3         newupvalue [209]
                0.00    0.00       3/4           allocupvalue [205]
                0.00    0.00       1/532         checkrepeated <cycle 2> [213]
-----------------------------------------------
                                   4             fornum <cycle 1> [134]
[210]    0.0    0.00    0.00       4         exp1 <cycle 1> [210]
                0.00    0.00       4/532         exp2reg <cycle 2> [272]
                0.00    0.00       4/532         luaK_exp2nextreg <cycle 2> [276]
                0.00    0.00       4/55          expr [279]
                                   4             subexpr <cycle 1> [128]
-----------------------------------------------
                                   2             test_then_block <cycle 1> [445]
                                   2             forbody <cycle 1> [185]
[211]    0.0    0.00    0.00       4         block <cycle 1> [211]
                0.00    0.00       4/28          leaveblock [187]
                0.00    0.00       4/14          enterblock [335]
                                   4             statlist <cycle 1> [123]
                                   2             statement <cycle 1> [192]
-----------------------------------------------
                0.00    0.00      64/64          subexpr <cycle 1> [128]
[212]    0.0    0.00    0.00      64         simpleexp [212]
                0.00    0.00       1/128         luaK_code [100]
                0.00    0.00      18/171         init_exp [256]
                0.00    0.00       3/40          codestring [290]
                0.00    0.00       1/98          luaK_codeABCk [263]
-----------------------------------------------
                                  79             reglevel <cycle 2> [260]
                0.00    0.00       1/532         newupvalue [209]
                0.00    0.00       3/532         check_readonly [214]
                0.00    0.00       3/532         restassign <cycle 1> [168]
                0.00    0.00       7/532         localstat <cycle 1> [181]
                0.00    0.00      21/532         adjustlocalvars [158]
                0.00    0.00      22/532         localdebuginfo [196]
                0.00    0.00      26/532         init_var [194]
                0.00    0.00      71/532         singlevaraux [130]
                0.00    0.00      91/532         searchvar [147]
[213]    0.0    0.00    0.00     324         checkrepeated <cycle 2> [213]
                0.00    0.00       1/128         luaK_code [100]
                0.00    0.00       7/84          luaK_checkstack [266]
                0.00    0.00       4/10          luaK_setreturns [352]
                0.00    0.00       1/98          luaK_codeABCk [263]
                0.00    0.00       1/1           luaK_nil [458]
                                   2             exp2reg <cycle 2> [272]
                                   2             luaK_exp2nextreg <cycle 2> [276]
-----------------------------------------------
                0.00    0.00       4/13          funcstat <cycle 1> [188]
                0.00    0.00       9/13          restassign <cycle 1> [168]
[214]    0.0    0.00    0.00      13         check_readonly [214]
                0.00    0.00       3/532         checkrepeated <cycle 2> [213]
-----------------------------------------------
                                   1             handle_script <cycle 1> [165]
[215]    0.0    0.00    0.00       1         docall <cycle 1> [215]
                0.00    0.00       1/161         lua_pushcclosure [109]
                0.00    0.00       2/63          f_call [275]
                0.00    0.00       2/17          lua_rotate [326]
                0.00    0.00       2/2           setsignal [442]
                0.00    0.00       1/8           lua_gettop [367]
                0.00    0.00       1/83          lua_settop [267]
