Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00 10000006/20000290     luaC_newobj [37]
-----------------------------------------------
                0.07    0.00 35000103/35000103     luaV_execute <cycle 1> [3]
[23]     0.6    0.07    0.00 35000103         luaT_getvarargs [23]
                0.00    0.00 35000103/35000107     getnumargs [221]
-----------------------------------------------
                0.00    0.00       1/10000002     luaF_close [142]
                0.04    0.03 10000001/10000002     luaV_execute <cycle 1> [3]
[24]     0.6    0.04    0.03 10000002         luaF_closeupval [24]
                0.03    0.00 10000001/10000001     luaF_unlinkupval [30]
-----------------------------------------------
                0.01    0.05 1388895/1388895     youngcollection [21]
[25]     0.5    0.01    0.05 1388895         sweepgen [25]
                0.02    0.01 19999949/20000417     luaM_free_ [27]
                0.02    0.00 19999949/20000290     freeobj [33]
                0.00    0.00       7/26          luaH_free [95]
                0.00    0.00 9999970/10000002     freeupval [222]
                0.00    0.00      34/555883      objsize [226]
                0.00    0.00       6/24          luaF_protosize [309]
                0.00    0.00       3/30          luaS_sizelngstr [302]
-----------------------------------------------
                0.00    0.00       1/20000290     luaF_initupvals [172]
                0.00    0.00       4/20000290     luaS_newudata [120]
                0.00    0.00       6/20000290     luaF_newproto [115]
                0.00    0.00       7/20000290     luaF_newCclosure [110]
                0.00    0.00      26/20000290     luaH_new [58]
                0.00    0.00     239/20000290     createstrobj [41]
                0.01    0.01 10000001/20000290     newupval [28]
                0.01    0.01 10000006/20000290     luaF_newLclosure [22]
[26]     0.4    0.03    0.02 20000290         luaC_newobjdt [26]
                0.01    0.01 20000290/20000370     luaM_malloc_ [31]
-----------------------------------------------
                0.00    0.00       2/20000417     close_state [4]
                0.00    0.00       2/20000417     resizearray [157]
                0.00    0.00       3/20000417     luaD_protectedparser <cycle 1> [153]
                0.00    0.00       3/20000417     sweep2old [135]
                0.00    0.00       5/20000417     freeCI [132]
                0.00    0.00      20/20000417     luaH_free [95]
                0.00    0.00      25/20000417     luaH_resize [66]
                0.00    0.00      28/20000417     luaE_shrinkCI [81]
                0.00    0.00      42/20000417     luaF_freeproto [72]
                0.00    0.00     338/20000417     deletelist [40]
                0.02    0.01 19999949/20000417     sweepgen [25]
[27]     0.3    0.02    0.01 20000417         luaM_free_ [27]
                0.01    0.00 20000417/40000903     luaL_alloc [29]
-----------------------------------------------
                0.00    0.03 10000001/10000001     pushclosure [17]
[28]     0.3    0.00    0.03 10000001         newupval [28]
                0.01    0.01 10000001/20000290     luaC_newobjdt [26]
                0.00    0.00 10000001/20000290     luaC_newobj [37]
-----------------------------------------------
                0.00    0.00       1/40000903     main [1]
                0.00    0.00       1/40000903     lua_newstate [7]
                0.00    0.00     114/40000903     luaM_realloc_ [65]
                0.01    0.00 20000370/40000903     luaM_malloc_ [31]
                0.01    0.00 20000417/40000903     luaM_free_ [27]
[29]     0.2    0.03    0.00 40000903         luaL_alloc [29]
-----------------------------------------------
                0.03    0.00 10000001/10000001     luaF_closeupval [24]
[30]     0.2    0.03    0.00 10000001         luaF_unlinkupval [30]
-----------------------------------------------
                0.00    0.00       1/20000370     stack_init [195]
                0.00    0.00       1/20000370     luaS_init [169]
                0.00    0.00      33/20000370     luaE_extendCI [86]
                0.00    0.00      45/20000370     setnodevector [76]
                0.01    0.01 20000290/20000370     luaC_newobjdt [26]
[31]     0.2    0.01    0.01 20000370         luaM_malloc_ [31]
                0.01    0.00 20000370/40000903     luaL_alloc [29]
-----------------------------------------------
                0.00    0.00       1/277780      entergen <cycle 1> [69]
                0.00    0.02  277779/277780      youngcollection [21]
[32]     0.2    0.00    0.02  277780         atomic [32]
                0.00    0.01 1111120/1111120     propagateall [35]
                0.01    0.00  277780/277780      luaS_clearcache [39]
                0.00    0.00 1111120/1111120     clearbyvalues [224]
                0.00    0.00  555560/555560      convergeephemerons [231]
                0.00    0.00  555560/555560      clearbykeys [230]
                0.00    0.00  277780/277781      markmt [238]
                0.00    0.00  277780/277780      remarkupvals [244]
                0.00    0.00  277780/277781      markbeingfnz [237]
                0.00    0.00  277780/277781      separatetobefnz [239]
-----------------------------------------------
                0.00    0.00       3/20000290     sweep2old [135]
                0.00    0.00     338/20000290     deletelist [40]
                0.02    0.00 19999949/20000290     sweepgen [25]
[33]     0.2    0.02    0.00 20000290         freeobj [33]
                0.00    0.00     231/231         luaS_remove [253]
                0.00    0.00       8/30          luaS_sizelngstr [302]
-----------------------------------------------
                0.02    0.00 10000001/10000001     pushclosure [17]
[34]     0.2    0.02    0.00 10000001         luaF_findupval [34]
-----------------------------------------------
                0.00    0.01 1111120/1111120     atomic [32]
[35]     0.1    0.00    0.01 1111120         propagateall [35]
                0.01    0.00  277792/277792      traverseLclosure [38]
                0.00    0.00  277780/277780      traversethread [80]
                0.00    0.00  555621/555621      propagatemark [229]
                0.00    0.00      24/24          traversetable [312]
                0.00    0.00      18/18          traverseproto [321]
                0.00    0.00       7/7           traverseCclosure [371]
-----------------------------------------------
                0.01    0.00 25000004/25000004     luaV_tointeger [18]
[36]     0.1    0.01    0.00 25000004         luaV_tointegerns [36]
-----------------------------------------------
                0.00    0.00       1/20000290     luaF_initupvals [172]
                0.00    0.00       4/20000290     luaS_newudata [120]
                0.00    0.00       6/20000290     luaF_newproto [115]
                0.00    0.00       7/20000290     luaF_newCclosure [110]
                0.00    0.00      26/20000290     luaH_new [58]
                0.00    0.00     239/20000290     createstrobj [41]
                0.00    0.00 10000001/20000290     newupval [28]
                0.00    0.00 10000006/20000290     luaF_newLclosure [22]
[37]     0.1    0.01    0.00 20000290         luaC_newobj [37]
-----------------------------------------------
                0.01    0.00  277792/277792      propagateall [35]
[38]     0.1    0.01    0.00  277792         traverseLclosure [38]
                0.00    0.00       8/555849      reallymarkobject [227]
                0.00    0.00       6/555622      linkgclist_ [228]
-----------------------------------------------
                0.01    0.00  277780/277780      atomic [32]
[39]     0.1    0.01    0.00  277780         luaS_clearcache [39]
-----------------------------------------------
                0.00    0.00       1/2           luaC_freeallobjects [5]
                0.00    0.00       1/2           close_state [4]
[40]     0.0    0.00    0.00       2         deletelist [40]
                0.00    0.00     338/20000417     luaM_free_ [27]
                0.00    0.00     338/20000290     freeobj [33]
                0.00    0.00       6/6           luaF_freeproto [72]
                0.00    0.00      19/26          luaH_free [95]
                0.00    0.00      32/10000002     freeupval [222]
-----------------------------------------------
                0.00    0.00       2/239         f_newext [144]
                0.00    0.00       6/239         luaS_createlngstrobj [116]
                0.00    0.00     231/239         internshrstr [42]
[41]     0.0    0.00    0.00     239         createstrobj [41]
                0.00    0.00     239/20000290     luaC_newobjdt [26]
                0.00    0.00     239/20000290     luaC_newobj [37]
-----------------------------------------------
                0.00    0.00       1/353         lua_pushlstring [180]
                0.00    0.00       1/353         luaS_init [169]
                0.00    0.00       1/353         luaX_init [94]
                0.00    0.00       3/353         pushbuff [143]
                0.00    0.00       3/353         luaX_setinput [139]
                0.00    0.00       5/353         luaX_newstring [127]
                0.00    0.00     113/353         llex <cycle 1> [48]
                0.00    0.00     226/353         luaS_new [45]
[42]     0.0    0.00    0.00     353         internshrstr [42]
                0.00    0.00     231/239         createstrobj [41]
                0.00    0.00       1/1           luaS_resize [202]
                0.00    0.00     353/356         luaS_hash [251]
                0.00    0.00       1/2           tablerehash [444]
                0.00    0.00       1/1           growstrtab [452]
-----------------------------------------------
                0.00    0.00       1/207         createmeta <cycle 1> [70]
                0.00    0.00       1/207         createmetatable <cycle 1> [83]
                0.00    0.00       1/207         luaopen_utf8 [84]
                0.00    0.00       2/207         luaL_newmetatable <cycle 1> [118]
                0.00    0.00       2/207         luaopen_base <cycle 1> [85]
                0.00    0.00       2/207         createstdfile [103]
                0.00    0.00       2/207         setpath <cycle 1> [122]
                0.00    0.00       3/207         luaL_getsubtable <cycle 1> [71]
                0.00    0.00       3/207         luaopen_io <cycle 1> [67]
                0.00    0.00       4/207         luaopen_math [63]
                0.00    0.00       4/207         luaopen_package <cycle 1> [61]
                0.00    0.00      10/207         luaL_requiref <cycle 1> [73]
                0.00    0.00      11/207         lua_setglobal [96]
                0.00    0.00     161/207         luaL_setfuncs [44]
[43]     0.0    0.00    0.00     207         auxsetstr [43]
                0.00    0.00     207/319         luaS_new [45]
                0.00    0.00     207/253         luaH_psetshortstr [46]
                0.00    0.00      18/19          luaV_finishset [105]
                0.00    0.00     207/207         luaH_psetstr [254]
                0.00    0.00      18/41          retpsetcode [288]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base <cycle 1> [85]
                0.00    0.00       1/15          luaopen_coroutine [87]
                0.00    0.00       1/15          luaopen_debug [88]
                0.00    0.00       1/15          luaopen_io <cycle 1> [67]
                0.00    0.00       1/15          luaopen_os [89]
                0.00    0.00       1/15          createmetatable <cycle 1> [83]
                0.00    0.00       1/15          luaopen_string <cycle 1> [90]
                0.00    0.00       1/15          luaopen_table [91]
                0.00    0.00       1/15          luaopen_utf8 [84]
                0.00    0.00       2/15          createmeta <cycle 1> [70]
                0.00    0.00       2/15          luaopen_math [63]
                0.00    0.00       2/15          luaopen_package <cycle 1> [61]
[44]     0.0    0.00    0.00      15         luaL_setfuncs [44]
                0.00    0.00     161/207         auxsetstr [43]
                0.00    0.00     145/161         lua_pushcclosure [109]
                0.00    0.00     161/196         lua_setfield [255]
                0.00    0.00      16/17          lua_pushboolean [325]
                0.00    0.00      15/16          luaL_checkstack [327]
                0.00    0.00       3/40          lua_pushvalue [291]
-----------------------------------------------
                0.00    0.00       1/319         luaY_parser <cycle 1> [108]
                0.00    0.00      23/319         luaX_init [94]
                0.00    0.00      25/319         lua_pushstring <cycle 1> [92]
                0.00    0.00      25/319         luaT_init [93]
                0.00    0.00      38/319         auxgetstr [51]
                0.00    0.00     207/319         auxsetstr [43]
[45]     0.0    0.00    0.00     319         luaS_new [45]
                0.00    0.00     226/353         internshrstr [42]
                0.00    0.00     226/359         luaS_newlstr [114]
-----------------------------------------------
                0.00    0.00      10/253         luaV_execute <cycle 1> [3]
                0.00    0.00      36/253         luaH_set [77]
                0.00    0.00     207/253         auxsetstr [43]
[46]     0.0    0.00    0.00     253         luaH_psetshortstr [46]
                0.00    0.00     253/271946590     luaH_Hgetshortstr [13]
                0.00    0.00     231/444         insertkey [249]
-----------------------------------------------
                                  26             luaD_precall <cycle 1> [10]
[47]     0.0    0.00    0.00      26         precallC <cycle 1> [47]
                0.00    0.00       1/1           luaopen_math [63]
                0.00    0.00       1/1           luaopen_utf8 [84]
                0.00    0.00       1/1           luaopen_table [91]
                0.00    0.00       1/1           luaopen_os [89]
                0.00    0.00       1/1           luaopen_debug [88]
                0.00    0.00       1/1           luaopen_coroutine [87]
                0.00    0.00      26/306946269     prepCallInfo [11]
                0.00    0.00      26/30          luaD_poscall [301]
                0.00    0.00       6/6           os_clock [382]
                                   3             f_gc <cycle 1> [111]
                                   3             luaB_print <cycle 1> [407]
                                   3             str_format <cycle 1> [190]
                                   1             luaopen_string <cycle 1> [90]
                                   1             luaopen_io <cycle 1> [67]
                                   1             luaopen_package <cycle 1> [61]
                                   1             luaopen_base <cycle 1> [85]
                                   1             pmain <cycle 1> [174]
-----------------------------------------------
                                 234             luaX_next <cycle 1> [217]
[48]     0.0    0.00    0.00     234         llex <cycle 1> [48]
                0.00    0.00     113/353         internshrstr [42]
                0.00    0.00     113/359         luaS_newlstr [114]
                0.00    0.00     464/676         save [193]
                0.00    0.00      43/43          inclinenumber [287]
                0.00    0.00      22/22          check_next1 [314]
                                  79             anchorstr <cycle 1> [49]
                                   3             read_string <cycle 1> [163]
-----------------------------------------------
                                   1             parlist <cycle 1> [155]
                                   3             read_string <cycle 1> [163]
                                   4             fornum <cycle 1> [134]
                                  79             llex <cycle 1> [48]
[49]     0.0    0.00    0.00      87         anchorstr <cycle 1> [49]
                0.00    0.00      87/125         luaH_getstr [50]
                0.00    0.00      87/271946339     finishnodeget [15]
                0.00    0.00      27/44          luaH_set [77]
                0.00    0.00       9/41          luaH_finishset [78]
                0.00    0.00       1/277783      luaE_setdebt [234]
                0.00    0.00       1/277780      setminordebt [245]
                                   1             luaC_step <cycle 1> [20]
-----------------------------------------------
                0.00    0.00      38/125         auxgetstr [51]
                0.00    0.00      87/125         anchorstr <cycle 1> [49]
[50]     0.0    0.00    0.00     125         luaH_getstr [50]
                0.00    0.00     122/271946590     luaH_Hgetshortstr [13]
                0.00    0.00     125/125         Hgetstr [258]
                0.00    0.00       3/3           Hgetlongstr [397]
-----------------------------------------------
                0.00    0.00       1/38          lua_getglobal [166]
                0.00    0.00       1/38          luaL_newmetatable <cycle 1> [118]
                0.00    0.00       3/38          luaL_setmetatable [126]
                0.00    0.00       9/38          luaL_testudata [98]
                0.00    0.00      10/38          luaL_requiref <cycle 1> [73]
                0.00    0.00      14/38          luaL_getsubtable <cycle 1> [71]
[51]     0.0    0.00    0.00      38         auxgetstr [51]
                0.00    0.00      38/319         luaS_new [45]
                0.00    0.00      38/125         luaH_getstr [50]
                0.00    0.00      38/271946339     finishnodeget [15]
                0.00    0.00      14/14          luaV_finishget [339]
-----------------------------------------------
                0.00    0.00       2/42          luaK_intK [151]
                0.00    0.00      40/42          stringK [54]
[52]     0.0    0.00    0.00      42         k2proto [52]
                0.00    0.00      42/45          luaH_get [74]
                0.00    0.00      42/271946339     finishnodeget [15]
                0.00    0.00      17/44          luaH_set [77]
                0.00    0.00      13/41          luaH_finishset [78]
                0.00    0.00      17/17          addk [183]
                0.00    0.00       2/15          luaH_getint [332]
-----------------------------------------------
                0.00    0.00       3/40          discharge2reg <cycle 2> [113]
                0.00    0.00      37/40          luaK_indexed [55]
[53]     0.0    0.00    0.00      40         str2K [53]
                0.00    0.00      40/40          stringK [54]
-----------------------------------------------
                0.00    0.00      40/40          str2K [53]
[54]     0.0    0.00    0.00      40         stringK [54]
                0.00    0.00      40/42          k2proto [52]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel <cycle 1> [119]
                0.00    0.00      32/37          buildglobal [60]
[55]     0.0    0.00    0.00      37         luaK_indexed [55]
                0.00    0.00      37/40          str2K [53]
                0.00    0.00      37/37          isKstr [293]
                0.00    0.00      37/37          fillidxk [292]
-----------------------------------------------
                                   3             clearbuff <cycle 1> [400]
                                   6             luaD_pcall <cycle 1> [374]
                1.94    0.57       1/5           luaD_closeprotected [8]
                1.94    0.57       1/5           lua_newstate [7]
[56]     0.0    0.00    0.00      11         luaD_rawrunprotected <cycle 1> [56]
                0.00    0.00       1/1           f_luaopen [64]
                0.00    0.00       1/1           luaF_close [142]
                0.00    0.00       3/3           pushbuff [143]
                0.00    0.00       1/1           luaF_initupvals [172]
                0.00    0.00       5/15          luaD_callnoyield [331]
                0.00    0.00       3/28          dothecall [304]
                0.00    0.00       2/63          f_call [275]
                0.00    0.00       1/1           closepaux [448]
                                   5             ccall <cycle 1> [330]
                                   1             f_parser <cycle 1> [451]
-----------------------------------------------
                0.00    0.00       4/58          funcname <cycle 1> [137]
                0.00    0.00      54/58          suffixedexp <cycle 1> [59]
[57]     0.0    0.00    0.00      58         buildvar [57]
                0.00    0.00      32/32          buildglobal [60]
                0.00    0.00      58/90          singlevaraux [130]
                0.00    0.00      59/171         init_exp [256]
-----------------------------------------------
                0.00    0.00       1/26          luaY_parser <cycle 1> [108]
                0.00    0.00       2/26          init_registry [129]
                0.00    0.00       6/26          open_func [107]
                0.00    0.00      17/26          lua_createtable [62]
[58]     0.0    0.00    0.00      26         luaH_new [58]
                0.00    0.00      26/20000290     luaC_newobjdt [26]
                0.00    0.00      26/73          setnodevector [76]
                0.00    0.00      26/20000290     luaC_newobj [37]
-----------------------------------------------
                                   4             restassign <cycle 1> [168]
                                   8             exprstat <cycle 1> [362]
                                  43             subexpr <cycle 1> [128]
[59]     0.0    0.00    0.00      55         suffixedexp <cycle 1> [59]
                0.00    0.00      54/58          buildvar [57]
                0.00    0.00      16/532         exp2reg <cycle 2> [272]
                0.00    0.00      16/532         luaK_exp2nextreg <cycle 2> [276]
                0.00    0.00       1/532         luaK_dischargevars <cycle 2> [140]
                                  55             primaryexp <cycle 1> [280]
                                  54             singlevar <cycle 1> [278]
                                  16             funcargs <cycle 1> [138]
                                   5             fieldsel <cycle 1> [119]
-----------------------------------------------
                0.00    0.00      32/32          buildvar [57]
[60]     0.0    0.00    0.00      32         buildglobal [60]
                0.00    0.00      32/37          luaK_indexed [55]
                0.00    0.00      32/90          singlevaraux [130]
                0.00    0.00      64/171         init_exp [256]
                0.00    0.00      32/40          codestring [290]
                0.00    0.00      32/37          luaK_exp2anyregup [294]
-----------------------------------------------
                                   1             precallC <cycle 1> [47]
[61]     0.0    0.00    0.00       1         luaopen_package <cycle 1> [61]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       4/207         auxsetstr [43]
                0.00    0.00       1/1           createsearcherstable [141]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       6/83          lua_settop [267]
                0.00    0.00       4/196         lua_setfield [255]
                0.00    0.00       1/10          luaL_checkversion_ [353]
                0.00    0.00       1/5           finishrawget [386]
                0.00    0.00       1/2           lua_rawgeti [434]
                0.00    0.00       1/40          lua_pushvalue [291]
                                   3             luaL_getsubtable <cycle 1> [71]
                                   2             setpath <cycle 1> [122]
                                   1             lua_pushstring <cycle 1> [92]
-----------------------------------------------
                0.00    0.00       1/17          createargtable <cycle 1> [152]
                0.00    0.00       1/17          luaL_newmetatable <cycle 1> [118]
                0.00    0.00       1/17          luaopen_coroutine [87]
                0.00    0.00       1/17          luaopen_debug [88]
                0.00    0.00       1/17          createmeta <cycle 1> [70]
                0.00    0.00       1/17          luaopen_io <cycle 1> [67]
                0.00    0.00       1/17          luaopen_math [63]
                0.00    0.00       1/17          createsearcherstable [141]
                0.00    0.00       1/17          luaopen_package <cycle 1> [61]
                0.00    0.00       1/17          luaopen_os [89]
                0.00    0.00       1/17          createmetatable <cycle 1> [83]
                0.00    0.00       1/17          luaopen_string <cycle 1> [90]
                0.00    0.00       1/17          luaopen_table [91]
                0.00    0.00       1/17          luaopen_utf8 [84]
                0.00    0.00       3/17          luaL_getsubtable <cycle 1> [71]
[62]     0.0    0.00    0.00      17         lua_createtable [62]
                0.00    0.00      17/26          luaH_new [58]
                0.00    0.00      14/47          luaH_resize [66]
-----------------------------------------------
                0.00    0.00       1/1           precallC <cycle 1> [47]
[63]     0.0    0.00    0.00       1         luaopen_math [63]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       4/207         auxsetstr [43]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       1/1           setrandfunc [173]
                0.00    0.00       4/196         lua_setfield [255]
                0.00    0.00       2/83          lua_settop [267]
                0.00    0.00       2/8           lua_pushnumber [368]
                0.00    0.00       2/5           lua_pushinteger [388]
                0.00    0.00       1/10          luaL_checkversion_ [353]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [56]
[64]     0.0    0.00    0.00       1         f_luaopen [64]
                0.00    0.00       1/1           luaT_init [93]
                0.00    0.00       1/1           luaX_init [94]
                0.00    0.00       1/1           init_registry [129]
                0.00    0.00       1/1           luaS_init [169]
                0.00    0.00       1/1           stack_init [195]
-----------------------------------------------
                0.00    0.00       1/114         luaS_resize [202]
                0.00    0.00       2/114         resizearray [157]
                0.00    0.00       3/114         luaD_reallocstack [182]
                0.00    0.00     108/114         luaM_saferealloc_ [68]
[65]     0.0    0.00    0.00     114         luaM_realloc_ [65]
                0.00    0.00     114/40000903     luaL_alloc [29]
-----------------------------------------------
                0.00    0.00       1/47          init_registry [129]
                0.00    0.00      14/47          lua_createtable [62]
                0.00    0.00      32/47          luaH_newkey [75]
[66]     0.0    0.00    0.00      47         luaH_resize [66]
                0.00    0.00      25/20000417     luaM_free_ [27]
                0.00    0.00      47/73          setnodevector [76]
                0.00    0.00      47/73          resizearray [157]
                0.00    0.00      47/47          exchangehashpart [284]
                0.00    0.00      47/47          clearNewSlice [283]
                0.00    0.00      47/86          newcheckedkey [265]
                0.00    0.00      47/1086        freehash [248]
-----------------------------------------------
                                   1             precallC <cycle 1> [47]
[67]     0.0    0.00    0.00       1         luaopen_io <cycle 1> [67]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       3/3           createstdfile [103]
                0.00    0.00       3/207         auxsetstr [43]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       3/196         lua_setfield [255]
                0.00    0.00       2/83          lua_settop [267]
                0.00    0.00       1/10          luaL_checkversion_ [353]
                                   1             createmeta <cycle 1> [70]
-----------------------------------------------
                0.00    0.00       1/108         luaD_protectedparser <cycle 1> [153]
                0.00    0.00       1/108         luaX_setinput [139]
                0.00    0.00       2/108         save [193]
                0.00    0.00      42/108         luaM_shrinkvector_ [102]
                0.00    0.00      62/108         luaM_growaux_ [82]
[68]     0.0    0.00    0.00     108         luaM_saferealloc_ [68]
                0.00    0.00     108/114         luaM_realloc_ [65]
-----------------------------------------------
                                   1             lua_gc <cycle 1> [416]
[69]     0.0    0.00    0.00       1         entergen <cycle 1> [69]
                0.00    0.00       1/277780      atomic [32]
                0.00    0.00       1/1           atomic2gen [136]
                0.00    0.00       2/2           luaC_runtilstate [428]
                0.00    0.00       1/277780      finishgencycle [242]
                                   1             callallpendingfinalizers <cycle 1> [235]
-----------------------------------------------
                                   1             luaopen_io <cycle 1> [67]
[70]     0.0    0.00    0.00       1         createmeta <cycle 1> [70]
                0.00    0.00       2/15          luaL_setfuncs [44]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       1/207         auxsetstr [43]
                0.00    0.00       2/83          lua_settop [267]
                0.00    0.00       1/196         lua_setfield [255]
                                   1             luaL_newmetatable <cycle 1> [118]
-----------------------------------------------
                                   1             luaL_openselectedlibs <cycle 1> [101]
                                   3             luaopen_package <cycle 1> [61]
                                  10             luaL_requiref <cycle 1> [73]
[71]     0.0    0.00    0.00      14         luaL_getsubtable <cycle 1> [71]
                0.00    0.00      14/38          auxgetstr [51]
                0.00    0.00       3/17          lua_createtable [62]
                0.00    0.00       3/207         auxsetstr [43]
                0.00    0.00      14/37          lua_getfield [295]
                0.00    0.00       3/83          lua_settop [267]
                0.00    0.00       3/15          lua_absindex [333]
                0.00    0.00       3/40          lua_pushvalue [291]
                0.00    0.00       3/196         lua_setfield [255]
                0.00    0.00       1/277783      luaE_setdebt [234]
                                   1             luaC_step <cycle 1> [20]
-----------------------------------------------
                0.00    0.00       6/6           deletelist [40]
[72]     0.0    0.00    0.00       6         luaF_freeproto [72]
                0.00    0.00      42/20000417     luaM_free_ [27]
-----------------------------------------------
                                  10             luaL_openselectedlibs <cycle 1> [101]
[73]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [73]
                0.00    0.00      10/38          auxgetstr [51]
                0.00    0.00      10/207         auxsetstr [43]
                0.00    0.00      10/161         lua_pushcclosure [109]
                0.00    0.00      20/83          lua_settop [267]
                0.00    0.00      20/40          lua_pushvalue [291]
                0.00    0.00      10/37          lua_getfield [295]
                0.00    0.00      10/11          lua_toboolean [351]
                0.00    0.00      10/63          f_call [275]
                0.00    0.00      10/17          lua_rotate [326]
                0.00    0.00      10/196         lua_setfield [255]
                                  10             luaL_getsubtable <cycle 1> [71]
                                  10             lua_pushstring <cycle 1> [92]
                                  10             lua_callk <cycle 1> [354]
-----------------------------------------------
                0.00    0.00       3/45          lua_rawget [149]
                0.00    0.00      42/45          k2proto [52]
[74]     0.0    0.00    0.00      45         luaH_get [74]
                0.00    0.00      40/271946590     luaH_Hgetshortstr [13]
                0.00    0.00       3/12          getgeneric [347]
-----------------------------------------------
                0.00    0.00       2/43          luaH_setint [179]
                0.00    0.00      41/43          luaH_finishset [78]
[75]     0.0    0.00    0.00      43         luaH_newkey [75]
                0.00    0.00      32/47          luaH_resize [66]
                0.00    0.00      75/444         insertkey [249]
                0.00    0.00      32/32          rehash [299]
                0.00    0.00      32/86          newcheckedkey [265]
-----------------------------------------------
                0.00    0.00      26/73          luaH_new [58]
                0.00    0.00      47/73          luaH_resize [66]
[76]     0.0    0.00    0.00      73         setnodevector [76]
                0.00    0.00      45/20000370     luaM_malloc_ [31]
                0.00    0.00      45/51          luaO_ceillog2 [281]
-----------------------------------------------
                0.00    0.00      17/44          k2proto [52]
                0.00    0.00      27/44          anchorstr <cycle 1> [49]
[77]     0.0    0.00    0.00      44         luaH_set [77]
                0.00    0.00      36/253         luaH_psetshortstr [46]
                0.00    0.00      44/44          luaH_pset [286]
                0.00    0.00      22/41          retpsetcode [288]
                0.00    0.00       8/8           finishnodeset [363]
                0.00    0.00       2/2           luaH_psetint [430]
                0.00    0.00       2/2           psetint [438]
-----------------------------------------------
                0.00    0.00       9/41          anchorstr <cycle 1> [49]
                0.00    0.00      13/41          k2proto [52]
                0.00    0.00      19/41          luaV_finishset [105]
[78]     0.0    0.00    0.00      41         luaH_finishset [78]
                0.00    0.00      41/43          luaH_newkey [75]
                0.00    0.00       1/1           luaC_barrierback_ [454]
-----------------------------------------------
                                   1             localfunc <cycle 1> [204]
                                   4             funcstat <cycle 1> [188]
[79]     0.0    0.00    0.00       5         body <cycle 1> [79]
                0.00    0.00       5/6           close_func [99]
                0.00    0.00       5/6           open_func [107]
                0.00    0.00      10/49          getglobalattribute [117]
                0.00    0.00       5/532         exp2reg <cycle 2> [272]
                0.00    0.00       5/532         luaK_exp2nextreg <cycle 2> [276]
                0.00    0.00      10/23          checknext [313]
                0.00    0.00       5/14          enterblock [335]
                0.00    0.00       5/77          luaK_reserveregs [269]
                                  10             luaX_next <cycle 1> [217]
                                   5             parlist <cycle 1> [155]
                                   5             statement <cycle 1> [192]
                                   5             statlist <cycle 1> [123]
                                   5             check_match <cycle 1> [305]
-----------------------------------------------
                0.00    0.00  277780/277780      propagateall [35]
[80]     0.0    0.00    0.00  277780         traversethread [80]
                0.00    0.00  277780/277780      luaE_shrinkCI [81]
                0.00    0.00  277780/277780      luaD_shrinkstack [201]
                0.00    0.00  555565/555849      reallymarkobject [227]
                0.00    0.00  555563/555622      linkgclist_ [228]
-----------------------------------------------
                0.00    0.00  277780/277780      traversethread [80]
[81]     0.0    0.00    0.00  277780         luaE_shrinkCI [81]
                0.00    0.00      28/20000417     luaM_free_ [27]
-----------------------------------------------
                0.00    0.00       2/353         getglobalattribute [117]
                0.00    0.00       4/353         allocupvalue [205]
                0.00    0.00      17/353         addk [183]
                0.00    0.00      21/353         new_varkind [177]
                0.00    0.00      21/353         registerlocalvar [178]
                0.00    0.00     126/353         luaK_code [100]
                0.00    0.00     162/353         savelineinfo [112]
[82]     0.0    0.00    0.00     353         luaM_growaux_ [82]
                0.00    0.00      62/108         luaM_saferealloc_ [68]
-----------------------------------------------
                                   1             luaopen_string <cycle 1> [90]
[83]     0.0    0.00    0.00       1         createmetatable <cycle 1> [83]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       1/207         auxsetstr [43]
                0.00    0.00       1/4           lua_setmetatable [159]
                0.00    0.00       2/83          lua_settop [267]
                0.00    0.00       2/40          lua_pushvalue [291]
                0.00    0.00       1/196         lua_setfield [255]
                                   1             lua_pushstring <cycle 1> [92]
-----------------------------------------------
                0.00    0.00       1/1           precallC <cycle 1> [47]
[84]     0.0    0.00    0.00       1         luaopen_utf8 [84]
                0.00    0.00       1/15          luaL_setfuncs [44]
                0.00    0.00       1/17          lua_createtable [62]
                0.00    0.00       1/207         auxsetstr [43]
                0.00    0.00       1/4           lua_pushlstring [180]
                0.00    0.00       1/10          luaL_checkversion_ [353]
                0.00    0.00       1/83          lua_settop [267]
                0.00    0.00       1/196         lua_setfield [255]
-----------------------------------------------
                                   1             precallC <cycle 1> [47]
